wf_name,num_nodes,max_indeg,deadline_const,rel_const,sota,bcpswa,random,sb_lft,sb_dd,dynamic
CyberShake_100.txt,102,48,14.8568,0.999,28.3192,9.90452,60.3298,185.824,186.427,111.02
CyberShake_50.txt,52,23,17.0987,0.999,62.7442,11.3992,49.5171,205.498,205.498,139.061
Epigenomics_100.txt,102,24,1944.11,0.999,1296.94,1296.07,1296.07,1296.07,1296.07,3799.55
Epigenomics_24.txt,26,5,363.207,0.999,276.296,242.138,1256.42,4371.3,335.784,2807.46
Epigenomics_46.txt,49,5,502.942,0.999,348.715,335.295,335.295,335.295,335.295,944.354
Inspiral_100.txt,102,11,86.7341,0.999,64.6452,57.8227,472.344,1133.3,566.081,584.327
Inspiral_1000.txt,1002,40,91.9813,0.999,61.3209,61.3209,61.3209,61.3209,61.3209,56.4665
Inspiral_30.txt,32,7,86.8915,0.999,152.206,57.9277,962.556,1075.08,628.414,591.238
Inspiral_50.txt,52,12,91.8128,0.999,129.751,61.2085,449.102,1199.87,584.416,809.865
Montage_100.txt,102,62,4.60235,0.999,56.4352,3.06824,36.6675,27.3829,68.7107,26.3321
Montage_1000.txt,1002,662,23.9788,0.999,18.0821,15.9859,34.3258,110.381,84.1951,60.9141
Montage_25.txt,27,9,3.0268,0.999,39.3133,2.01787,14.0814,25.6306,34.3454,18.8532
Montage_50.txt,52,28,3.62878,0.999,46.3401,2.41919,15.8398,31.4206,54.2499,18.1616
Sipht_100.txt,99,23,291.224,0.999,195.226,194.15,606.132,3233.34,2402.08,2237.16
Sipht_1000.txt,970,32,345.903,0.999,230.602,230.602,230.602,230.602,230.602,847.787
Sipht_30.txt,31,17,286.926,0.999,217.386,191.284,555.168,3418.38,2613.29,2360.97
Sipht_60.txt,60,18,301.946,0.999,213.652,201.298,1482.9,3514.05,2682.58,2216.5
avianflu_large.txt,2004,2000,140.57,0.999,93.7131,93.7131,93.7131,93.7131,93.7131,80.9373
avianflu_medium.txt,1004,1000,140.57,0.999,93.7131,93.7131,93.7131,93.7131,93.7131,76.3071
avianflu_small.txt,104,100,140.57,0.999,97.9883,93.7131,93.7131,93.7131,93.7131,52.8652
cadsr.txt,6,2,1.30157,0.999,17.7829,0.867714,6.15561,13.9617,17.6491,10.5335
floodplain.txt,9,2,7614.19,0.999,5076.12,5076.12,5076.12,5076.12,5076.12,9286.32
gene2life.txt,10,2,35.1424,0.999,245.955,23.4283,269.385,269.385,421.669,200.088
glimmer.txt,6,1,6.3777,0.999,77.6252,4.2518,76.2422,78.387,86.119,49.1571
leadadas.txt,8,3,324.482,0.999,591.978,216.321,3893.41,3586.62,465.59,1539.13
leaddm..txt,5,1,14.9681,0.999,182.618,9.97871,105.114,105.114,188.31,74.2021
leaddm.txt,5,1,14.9681,0.999,182.618,9.97871,105.114,105.114,188.31,70.566
leadmm..txt,8,3,324.482,0.999,602.788,216.321,3893.41,3586.62,529.841,2015.57
leadmm.txt,8,3,324.482,0.999,602.788,216.321,3893.41,3586.62,529.841,1441.37
mcstas.txt,5,1,290276,0.999,193518,193518,193518,193518,193518,110154
mememast.txt,4,1,7.80942,0.999,98.8787,5.20628,98.8787,54.6297,98.8787,27.7412
molsci.txt,7,2,66.3801,0.999,439.884,44.2534,707.988,486.743,385.043,319.865
motif_large.txt,505,500,591.564,0.999,394.376,394.376,394.376,394.376,394.376,541.863
motif_medium.txt,140,135,591.564,0.999,398.279,394.376,394.376,394.376,394.376,676.693
motif_small.txt,15,10,591.564,0.999,416.5,394.376,394.376,394.376,394.376,493.12
psload_large.txt,5086,1000,3.25393,0.999,2.16928,2.16928,2.16928,2.16928,2.16928,0
psload_medium.txt,491,100,3.25393,0.999,6.38609,2.16928,29.5252,40.101,34.0845,0
psload_small.txt,6,1,3.25393,0.999,43.3555,2.16928,14.832,35.1183,40.6439,0
psmerge_medium.txt,843,195,960.559,0.999,640.373,640.373,640.373,640.373,640.373,0
psmerge_small.txt,82,77,960.559,0.999,640.373,640.373,640.373,640.373,640.373,0
scoop_large..txt,103,100,58.6358,0.999,39.0905,39.0905,39.0905,39.0905,39.0905,0
scoop_large.txt,103,100,58.6358,0.999,39.0905,39.0905,39.0905,39.0905,39.0905,0
scoop_medium.txt,53,50,58.6358,0.999,39.0905,39.0905,39.0905,39.0905,39.0905,0
scoop_small.txt,8,5,58.6358,0.999,157.082,39.0905,781.354,781.266,781.266,0
