wf_name,num_nodes,max_indeg,deadline_const,rel_const,thresh,dynamic_up
CyberShake_100.txt,102,48,14.8568,0.985,100.000000,27391.7
CyberShake_50.txt,52,23,17.0987,0.985,100.000000,23083.8
Epigenomics_100.txt,102,24,1944.11,0.985,100.000000,5.71613e+06
Epigenomics_24.txt,26,5,363.207,0.985,100.000000,184305
Epigenomics_46.txt,49,5,502.942,0.985,100.000000,316635
Inspiral_100.txt,102,11,86.7341,0.985,100.000000,278231
Inspiral_1000.txt,1002,40,91.9813,0.985,100.000000,3.31097e+06
Inspiral_30.txt,32,7,86.8915,0.985,100.000000,92657.5
Inspiral_50.txt,52,12,91.8128,0.985,100.000000,153060
Montage_100.txt,102,62,4.60235,0.985,100.000000,15651.3
Montage_1000.txt,1002,662,23.9788,0.985,100.000000,160024
Montage_25.txt,27,9,3.0268,0.985,100.000000,2611.18
Montage_50.txt,52,28,3.62878,0.985,100.000000,6579.72
Sipht_100.txt,99,23,291.224,0.985,100.000000,107120
Sipht_1000.txt,970,32,345.903,0.985,100.000000,1.22676e+06
Sipht_30.txt,31,17,286.926,0.985,100.000000,49506.9
Sipht_60.txt,60,18,301.946,0.985,100.000000,97021.8
avianflu_large.txt,2004,2000,140.57,0.985,100.000000,5.15074e+07
avianflu_medium.txt,1004,1000,140.57,0.985,100.000000,2.70287e+07
avianflu_small.txt,104,100,140.57,0.985,100.000000,2.80413e+06
cadsr.txt,6,2,1.30157,0.985,100.000000,239.542
motif_large.txt,505,500,591.564,0.985,100.000000,3.94781e+07
motif_medium.txt,140,135,591.564,0.985,100.000000,1.06153e+07
motif_small.txt,15,10,591.564,0.985,100.000000,430204
